"CLASS","NAME","DATE","Gl","Gb"
"PSR","J1418-3921","1996","320.82","20.461"
"PSR","B1508-57","1992","320.772","-0.108"
"PSR","J1846-7403","2009","320.674","-25.65"
"PSR","J1504-5621","2003","320.671","1.849"
"PSR","J1539-6322","2001","320.488","-6.39"
"PSR","B2321-61","1978","320.425","-53.172"
"PSR","J1629-6902","2001","320.371","-13.926"
"PSR","J1313+0931","2000","320.366","71.657"
"PSR","B1509-58","1982","320.321","-1.162"
"PSR","J1511-5835","2003","320.289","-0.508"
"PSR","J1514-5925","2003","320.284","-1.482"
"PSR","J1502-5653","2004","320.186","1.505"
"PSR","J1501-5637","2003","320.181","1.81"
"PSR","J1443-5122","2010","320.135","7.717"
"PSR","J1431-4715","2015","320.051","12.253"
"PSR","J1509-5850","2003","319.972","-0.621"
"PSR","J1513-5946","2010","319.97","-1.697"
"PSR","J1519-6106","2006","319.876","-3.216"
"PSR","J1530-6343","2012","319.506","-6.101"
"PSR","J1421-4409","2018","319.497","15.809"
"PSR","J1502-5828","2003","319.395","0.133"
"PSR","J1558-67","2019","319.345","-10.9"
"PSR","J1509-6015","2003","319.228","-1.815"
"PSR","J1432-5032","2010","318.936","9.155"
"PSR","J1417-4402","2016","318.861","16.144"
"PSR","J1519-6308","2004","318.743","-4.896"
"PSR","J1457-5900","2003","318.561","-0.027"
"PSR","J1457-5902","2003","318.538","-0.037"
"PSR","J1327-0755","2013","318.383","53.848"
"PSR","J1454-5846","2001","318.272","0.391"
"PSR","J1455-59","2013","318.101","-0.203"
"PSR","J1439-5501","2004","318.097","4.63"
"PSR","J1452-5851","2001","318.087","0.398"
"PSR","J1502-6128","2003","317.921","-2.483"
"PSR","J1459-6053","2009","317.886","-1.791"
"PSR","J1449-5846","2003","317.72","0.664"
"PSR","J1452-6036","2003","317.296","-1.169"
"PSR","J1405-42","2018","317.249","18.245"
"PSR","J1744-7619","2018","317.108","-22.459"
"PSR","J1444-5941","2001","316.791","0.098"
"PSR","B1701-75","1978","316.676","-20.221"
"PSR","J1604-7203","1998","316.67","-14.554"
"PSR","J1603-7202","1996","316.63","-14.496"
"PSR","J1416-5033","2012","316.504","10.055"
"PSR","B1424-55","1978","316.427","4.796"
"PSR","J1444-6026","2006","316.4","-0.544"
"PSR","J1431-5740","2013","315.962","2.66"
"PSR","B1503-66","1978","315.858","-7.297"
"PSR","J1405-4656","2015","315.826","14.079"
"PSR","B1417-54","1978","315.793","6.36"
"PSR","J1437-5959","2009","315.783","0.227"
"PSR","B1449-64","1969","315.733","-4.427"
"PSR","J1424-5556","2004","315.718","4.614"
"PSR","J1441-6137","2003","315.646","-1.505"
"PSR","J1435-5954","2004","315.577","0.391"
"PSR","J1336-2522","2018","315.557","36.401"
"PSR","J1424-56","2010","315.478","3.911"
"PSR","J1841-7845","2009","315.46","-26.082"
"PSR","J1434-6006","2003","315.396","0.256"
"PSR","J1425-5723","2003","315.382","3.186"
"PSR","J1434-6029","2001","315.31","-0.13"
"PSR","J1429-5911","2010","315.261","1.299"
"PSR","J1425-5759","2003","315.217","2.613"
"PSR","J1435-6100","2001","315.186","-0.641"
"PSR","J1651-7642","2009","315.149","-19.953"
"PSR","J1437-6146","2004","315.101","-1.422"
"PSR","J1433-6038","2009","315.092","-0.197"
"PSR","J1429-5935","2001","315.046","0.947"
"PSR","J1420-5625","2004","315.002","4.349"
"PSR","J1424-5822","2003","314.897","2.31"
"PSR","J1312+0051","2016","314.842","63.227"
"PSR","J1502-6752","2012","314.799","-8.067"
"PSR","B1436-63","1978","314.646","-3.384"
"PSR","B1851-79","1978","314.322","-27.065"
"PSR","B1359-51","1970","314.143","9.908"
"PSR","B1451-68","1968","313.868","-8.543"
"PSR","J1418-5945","2003","313.706","1.287"
"PSR","J1425-6210","2001","313.63","-1.258"
"PSR","J1420-6048","2001","313.541","0.227"
"PSR","J1422-6138","2013","313.519","-0.654"
"PSR","J1332-3032","1998","313.396","31.49"
"PSR","J1418-6058","2009","313.325","0.135"
"PSR","J1416-6037","2001","313.179","0.535"
"PSR","J1405-5641","2006","312.971","4.737"
"PSR","B1352-51","1978","312.951","9.713"
"PSR","J1424-6438","2003","312.741","-3.561"
"PSR","J1335-3642","1996","312.713","25.332"
"PSR","J1406-5806","2003","312.673","3.345"
"PSR","B1426-66","1968","312.653","-5.404"
"PSR","J1412-6111","2001","312.597","0.14"
"PSR","J1413-6141","2003","312.462","-0.337"
"PSR","J1413-6205","2010","312.373","-0.736"
"PSR","J1412-6145","2001","312.324","-0.366"
"PSR","J1413-6222","2001","312.241","-0.988"
"PSR","J1350-5115","1998","312.233","10.549"
"PSR","J1356-5521","1996","312.199","6.337"
"PSR","J1410-6132","2008","312.196","-0.09"
"PSR","J1407-6048","2001","312.13","0.681"
"PSR","J1346-4918","2012","312.059","12.594"
"PSR","B1409-62","1992","312.053","-1.718"
"PSR","J1406-6121","2001","311.841","0.203"
"PSR","J1407-6153","2001","311.81","-0.354"
"PSR","J1355-5747","2006","311.425","4.022"
"PSR","J1339-4712","2009","311.424","14.869"
"PSR","J1337-44","2018","311.408","17.402"
"PSR","B1257+12","1990","311.31","75.414"
"PSR","B1356-60","1978","311.239","1.126"
"PSR","J1415-6621","2001","311.234","-4.846"
"PSR","J1355-5925","2003","311.069","2.431"
"PSR","J1403-6310","2003","310.928","-1.423"
"PSR","J1301+0833","2012","310.811","71.282"
"PSR","J1333-4449","2009","310.774","17.403"
"PSR","J1423-6953","2001","310.736","-8.43"
"PSR","B1309-12","1985","310.723","50.095"
"PSR","J1400-6325","2010","310.592","-1.593"
"PSR","J1414-6802","2001","310.59","-6.42"
"PSR","B1358-63","1978","310.569","-2.14"
"PSR","B1353-62","1973","310.474","-0.565"
"PSR","J1355-6206","2003","310.332","-0.156"
"PSR","J1354-6249","2003","310.07","-0.832"
"PSR","J1357-6429","2006","309.923","-2.514"
"PSR","J1347-5947","2001","309.914","2.318"
"PSR","B1325-43","1978","309.874","18.415"
"PSR","J1349-6130","2001","309.813","0.587"
"PSR","J1350-6225","2017","309.734","-0.343"
"PSR","J1409-6953","2012","309.574","-8.031"
"PSR","J1320-3512","1996","309.543","27.295"
"PSR","J1345-6115","2001","309.414","0.928"
"PSR","J1348-6307","2001","309.353","-0.962"
"PSR","J1344-6059","2003","309.341","1.216"
"PSR","J1349-63","2015","309.237","-1.772"
"PSR","B1325-49","1978","309.122","13.066"
"PSR","J1341-6023","2001","309.035","1.889"
"PSR","J1331-5245","2010","308.985","9.649"
"PSR","B1338-62","1985","308.73","-0.035"
"PSR","J1352-6803","2001","308.614","-5.866"
"PSR","J1334-5839","1996","308.52","3.749"
"PSR","B1334-61","1992","308.373","0.305"
"PSR","J1410-7404","2001","308.349","-12.043"
"PSR","J1337-6306","2004","308.095","-0.696"
"PSR","B1336-64","1978","308.047","-2.557"
"PSR","J1337-6423","2012","307.889","-1.958"
"PSR","J1339-6618","2003","307.786","-3.889"
"PSR","J1311-3430","2012","307.681","28.176"
"PSR","B1323-58","1978","307.504","3.565"
"PSR","J1329-6158","2003","307.334","0.567"
"PSR","B1317-53","1978","307.305","8.637"
"PSR","J1403-7646","1998","307.096","-14.494"
"PSR","B1323-62","1973","307.074","0.204"
"PSR","B1323-627","1992","306.966","-0.429"
"PSR","J1324-6146","2003","306.859","0.851"
"PSR","J1327-6400","2001","306.836","-1.403"
"PSR","J1321-5922","2009","306.778","3.265"
"PSR","B1323-63","1978","306.748","-1.534"
"PSR","J1324-6302","2003","306.638","-0.404"
"PSR","J1322-62","2013","306.512","-0.197"
"PSR","J1322-6241","2001","306.489","-0.041"
"PSR","J1317-5759","2006","306.428","4.701"
"PSR","J1322-6329","2003","306.367","-0.828"
"PSR","B1316-60","1992","306.314","1.742"
"PSR","J1319-6105","2003","306.311","1.597"
"PSR","B1322-66","1978","306.31","-4.369"
"PSR","J1306-4035","2018","306.109","22.186"
"PSR","B1309-55","1978","306.01","7.463"
"PSR","J1308-4650","2009","306.008","15.927"
"PSR","B1309-53","1978","305.994","8.704"
"PSR","B0021-72C","1990","305.923","-44.892"
"PSR","B0021-72M","1991","305.913","-44.877"
"PSR","B0021-72J","1991","305.909","-44.903"
"PSR","J1317-6302","2001","305.908","-0.328"
"PSR","J0024-7204Y","2017","305.903","-44.891"
"PSR","B0021-72F","1991","305.899","-44.892"
"PSR","J0024-7204S","2000","305.898","-44.892"
"PSR","B0021-72L","1995","305.898","-44.888"
"PSR","J0024-7204O","2000","305.897","-44.889"
"PSR","B0021-72H","1991","305.896","-44.902"
"PSR","J0024-7204aa","2016","305.895","-44.889"
"PSR","J0024-7204V","2000","305.895","-44.889"
"PSR","J0024-7204W","2000","305.894","-44.89"
"PSR","J0024-7204Z","2017","305.894","-44.887"
"PSR","B0021-72I","2000","305.892","-44.893"
"PSR","J0024-7204R","1991","305.892","-44.89"
"PSR","B0021-72G","2016","305.891","-44.893"
"PSR","J0024-7204ab","1995","305.891","-44.891"
"PSR","J0024-7204U","1995","305.89","-44.905"
"PSR","B0021-72N","2000","305.89","-44.897"
"PSR","J0024-7204T","2000","305.89","-44.894"
"PSR","B0021-72E","1991","305.883","-44.883"
"PSR","B0021-72D","1991","305.881","-44.893"
"PSR","J0024-7204X","2008","305.877","-44.952"
"PSR","J0024-7204Q","2000","305.877","-44.899"
"PSR","J0024-7204P","2000","305.872","-44.904"
"PSR","J1316-6232","2001","305.848","0.191"
"PSR","J1314-6101","2003","305.71","1.727"
"PSR","J1302-32","2011","305.539","30.818"
"PSR","B1254-10","1985","305.205","52.395"
"PSR","J1312-6400","2001","305.195","-1.235"
"PSR","J1308-5844","2006","305.13","4.062"
"PSR","J1309-6415","2001","304.867","-1.462"
"PSR","J1307-6318","2001","304.781","-0.497"
"PSR","J1309-6526","2003","304.758","-2.628"
"PSR","J1306-6242","2003","304.686","0.119"
"PSR","J1305-6203","2001","304.561","0.772"
"PSR","J1305-6256","2001","304.526","-0.116"
"PSR","J1307-67","2011","304.518","-4.236"
"PSR","B1303-66","1992","304.462","-3.463"
"PSR","B1302-64","1978","304.41","-2.093"
"PSR","J1305-66","2013","304.338","-3.817"
"PSR","J1303-6305","2001","304.24","-0.241"
"PSR","B1259-63","1992","304.184","-0.992"
"PSR","J1302-6313","2003","304.157","-0.379"
"PSR","J1302-63","1998","304.107","-0.901"
"PSR","J1301-6305","2001","304.1","-0.244"
"PSR","J1301-6310","2003","304.064","-0.328"
"PSR","B1256-67","1978","303.688","-4.834"
"PSR","J0045-7042","2006","303.652","-46.418"
"PSR","J1255-46","2015","303.578","16.867"
"PSR","J0045-7319","1991","303.514","-43.804"
"PSR","J1255-6131","2003","303.466","1.348"
"PSR","J1255-62","2015","303.373","0.068"
"PSR","J1254-6150","2003","303.298","1.022"
"PSR","J1253-5820","1996","303.2","4.526"
"PSR","J1252-6314","2001","303.075","-0.371"
"PSR","J1251-7407","2012","302.963","-11.249"
"PSR","J1249-6507","2003","302.771","-2.251"
"PSR","J1248-6344","2003","302.637","-0.866"
"PSR","J1248-6444","2015","302.623","-1.863"
"PSR","J0057-7201","2001","302.244","-45.098"
"PSR","J1245-6238","2001","302.233","0.215"
"PSR","J1244-6531","2009","302.227","-2.658"
"PSR","J1244-6359","2015","302.204","-1.134"
"PSR","B1240-64","1969","302.051","-1.532"
"PSR","B1236-68","1978","301.879","-5.693"
"PSR","J1243-5735","2003","301.876","5.26"
"PSR","J1244-5053","2001","301.764","11.966"
"PSR","J1237-6725","2003","301.584","-4.591"
"PSR","J1235-6354","2003","301.231","-1.088"
"PSR","J0101-6422","2012","301.192","-52.72"
"PSR","J1233-6344","2003","300.968","-0.945"
"PSR","J1233-6312","2003","300.915","-0.406"
"PSR","J1232-6501","2001","300.911","-2.221"
"PSR","J1239-48","2019","300.78","14.82"
"PSR","B1237-41","1978","300.688","21.409"
"PSR","J0111-7131","2006","300.669","-45.51"
"PSR","J1231-6303","2003","300.644","-0.273"
"PSR","B1232-55","1978","300.617","7.533"
"PSR","J0113-7220","2001","300.615","-44.688"
"PSR","J1236-5033","2001","300.584","12.246"
"PSR","J1159-7910","1998","300.412","-16.551"
"PSR","J1227-63","2015","300.199","-0.407"
"PSR","B1222-63","1978","300.131","-1.414"
"PSR","J1227-6208","2015","300.082","0.591"
"PSR","B1221-63","1973","299.984","-1.415"
"PSR","J1224-6208","2001","299.818","0.565"
"PSR","J1225-6035","2003","299.748","2.117"
"PSR","J1232-4742","2001","299.604","15.034"
"PSR","J0211-8159","1998","299.592","-34.606"
"PSR","J1220-6318","2001","299.444","-0.652"
"PSR","J1231-4609","2009","299.379","16.573"
"PSR","J1225-5556","1996","299.313","6.746"
"PSR","J1222-5738","2003","299.102","5.02"
"PSR","J1216-6410","2004","299.096","-1.561"
"PSR","J1234-3630","2018","299.071","26.231"
"PSR","J1227-4853","2015","298.965","13.796"
"PSR","J0131-7310","2006","298.944","-43.648"
"PSR","J1216-6223","2001","298.92","0.201"
"PSR","J1036-8317","2015","298.916","-21.495"
"PSR","J1210-6550","2004","298.774","-3.292"
"PSR","B1118-79","1978","298.705","-17.498"
"PSR","J1204-6843","2001","298.684","-6.237"
"PSR","J1211-6324","2003","298.47","-0.888"
"PSR","J1214-5830","2003","298.065","4.012"
"PSR","J1208-6238","2016","297.99","-0.178"
"PSR","J0133-6957","1998","297.691","-46.739"
"PSR","B1056-78","1978","297.571","-17.574"
"PSR","J1215-5328","2001","297.459","9.009"
"PSR","J1201-6306","2003","297.309","-0.793"
"PSR","J1159-6409","2003","297.295","-1.865"
"PSR","J1216-50","2011","297.231","12.032"
"PSR","J1210-5559","1996","297.136","6.421"
"PSR","J1226-3223","2010","296.908","30.2"
"PSR","B1154-62","1969","296.705","-0.199"
"PSR","J1210-5226","2000","296.545","9.916"
"PSR","B1159-58","1978","296.528","3.919"
"PSR","J1154-6250","2003","296.467","-0.681"
"PSR","J1147-66","2012","296.436","-3.944"
"PSR","J1148-6415","2003","296.177","-2.214"
"PSR","J1156-5909","1998","295.912","2.966"
"PSR","J1207-5050","2012","295.859","11.424"
"PSR","J1151-6108","2015","295.814","0.909"
"PSR","J1137-6700","1998","295.793","-5.167"
"PSR","J1141-6545","2000","295.791","-3.863"
"PSR","J1152-6012","2003","295.716","1.843"
"PSR","J1126-6942","1998","295.631","-8.048"
"PSR","J1231-1411","2011","295.531","48.385"
"PSR","J1130-6807","1998","295.484","-6.431"
"PSR","J1156-5707","2004","295.448","4.949"
"PSR","J1144-6217","2001","295.186","-0.438"
"PSR","J1152-5800","2004","295.126","3.961"
"PSR","J1144-6146","2001","295.116","0.073"
"PSR","J1142-6230","2001","295.11","-0.675"
"PSR","J1235-02","2019","295.017","60.549"
"PSR","B1143-60","1978","294.977","1.343"
"PSR","J1148-5725","2006","294.507","4.418"
"PSR","J1138-6207","2001","294.506","-0.463"
"PSR","J1123-6651","1998","294.469","-5.442"
"PSR","B1110-69","1978","294.423","-8.215"
"PSR","J1157-5112","2001","294.325","10.746"
"PSR","B1131-62","1992","294.213","-1.296"
"PSR","J1056-7117","2014","293.933","-10.458"
"PSR","J1135-6055","2011","293.775","0.589"
"PSR","J1124-6421","2003","293.747","-3.036"
"PSR","J1128-6219","2003","293.495","-0.972"
"PSR","J1143-5536","2012","293.334","5.993"
"PSR","B1110-65","1978","293.19","-5.233"
"PSR","J1123-6259","1998","293.183","-1.783"
"PSR","J1117-6447","2003","293.167","-3.719"
"PSR","J1055-6905","2001","292.879","-8.504"
"PSR","B1124-60","1992","292.834","0.292"
"PSR","J1130-5925","2001","292.755","1.83"
"PSR","J1123-6102","2001","292.509","0.049"
"PSR","J1125-6014","2004","292.504","0.894"
"PSR","J1130-5826","2003","292.46","2.778"
"PSR","J1143-5158","1996","292.383","9.492"
"PSR","B1133-55","1978","292.308","5.89"
"PSR","J1132-5627","2003","292.11","4.741"
"PSR","J1117-6154","2003","292.102","-1.028"
"PSR","J1124-5916","2002","292.038","1.752"
"PSR","J1106-6438","2004","291.992","-4.031"
"PSR","J1125-5825","2010","291.893","2.602"
"PSR","J1115-6052","2001","291.564","-0.126"
"PSR","J1017-7156","2012","291.558","-12.553"
"PSR","B1112-60","1992","291.443","-0.322"
"PSR","J1101-6424","2015","291.417","-4.023"
"PSR","J1047-6709","1998","291.314","-7.132"
"PSR","J1112-6103","2001","291.221","-0.462"
"PSR","J1124-5638","2003","291.209","4.246"
"PSR","J1107-6143","2003","290.921","-1.316"
"PSR","J1054-6452","2004","290.889","-4.784"
"PSR","J1129-53","2010","290.798","7.41"
"PSR","J1243+17","2017","290.63","80.536"
"PSR","J1135-49","2011","290.526","11.619"
"PSR","J1105-6107","1997","290.489","-0.846"
"PSR","J1035-6720","2018","290.371","-7.843"
"PSR","J1104-6103","1996","290.331","-0.828"
"PSR","B0403-76","1978","290.313","-35.907"
"PSR","J1052-6348","2004","290.294","-3.881"
"PSR","B1054-62","1978","290.292","-2.966"
"PSR","B1105-59","1978","290.249","0.515"
"PSR","J1105-6037","2017","290.239","-0.399"
"PSR","B1119-54","1978","290.082","5.873"
"PSR","J1055-6236","2003","290.081","-2.66"
"PSR","J1101-6101","2014","290.04","-0.932"
"PSR","J1103-6025","2003","289.994","-0.294"
"PSR","J1107-5907","2006","289.944","1.106"
"PSR","J1036-6559","2012","289.766","-6.63"
"PSR","B0904-74","1978","289.738","-18.32"
"PSR","J0951-71","2019","289.469","-13.321"
"PSR","J1226+00","1992","289.279","62.251"
"PSR","B1107-56","2019","289.279","3.533"
"PSR","J1058-5957","2003","289.241","-0.123"
"PSR","J1132-4700","2012","289.177","13.736"
"PSR","J1055-6028","2009","289.133","-0.745"
"PSR","J1055-6022","2004","289.109","-0.65"
"PSR","J1246+2253","1993","288.809","85.64"
"PSR","J1054-5943","2003","288.729","-0.1"
"PSR","J1054-5946","2012","288.701","-0.174"
"PSR","J1057-5851","2017","288.609","0.805"
"PSR","J1052-5954","2003","288.549","-0.4"
"PSR","J1035-6345","2003","288.528","-4.765"
"PSR","B1056-57","1978","288.345","1.948"
"PSR","J1123-4844","1998","288.295","11.61"
"PSR","J1043-6116","2003","288.221","-2.106"
"PSR","J1056-5709","2001","287.835","2.311"
"PSR","J0949-6902","2012","287.826","-11.702"
"PSR","B0909-71","1978","287.728","-16.256"
"PSR","J1049-5833","2001","287.628","0.649"
"PSR","J1048-5838","2010","287.473","0.485"
"PSR","B1046-58","1992","287.427","0.577"
"PSR","J1103-5403","2011","287.421","5.529"
"PSR","B0538-75","1978","287.161","-30.821"
"PSR","B1044-57","1978","287.065","0.733"
"PSR","J1031-6117","2003","286.88","-2.881"
"PSR","J1141-3322","1998","286.586","27.272"
"PSR","J1044-5737","2010","286.574","1.163"
"PSR","B1036-58","1992","286.284","-0.023"
"PSR","B1055-52","1972","285.984","6.649"
"PSR","B1030-58","1978","285.907","-0.98"
"PSR","J1141-3107","1996","285.746","29.393"
"PSR","J1006-6311","1998","285.55","-6.029"
"PSR","J1020-6026","2006","285.302","-2.848"
"PSR","J1126-38","2018","285.214","21.292"
"PSR","B1039-55","1978","285.192","2.998"
"PSR","J1153-21","2015","285.188","39.55"
"PSR","J1028-5819","2008","285.065","-0.496"
"PSR","J1020-5921","2003","284.719","-1.944"
"PSR","B1114-41","1978","284.451","18.069"
"PSR","J1022-5813","2003","284.347","-0.834"
"PSR","J1023-5746","2010","284.166","-0.407"
"PSR","J1013-5934","2003","284.13","-2.596"
"PSR","J1016-5857","2001","284.079","-1.88"
"PSR","J1057-4754","2001","284.007","10.739"
"PSR","J1019-5749","2003","283.837","-0.679"
"PSR","J1124-3653","2011","283.742","23.592"
"PSR","J1016-5819","2001","283.708","-1.363"
"PSR","B1011-58","1992","283.707","-2.146"
"PSR","J0955-61","2015","283.629","-5.733"
"PSR","J1105-4353","2012","283.486","14.947"
"PSR","J1012-5830","2003","283.459","-1.762"
"PSR","J1120-3618","2013","283.125","23.036"
"PSR","J1015-5719","2003","283.088","-0.578"
"PSR","J1021-5601","2004","283.041","0.935"
"PSR","J1001-5939","2006","282.945","-3.548"
"PSR","J1002-5919","2015","282.829","-3.224"
"PSR","B1015-56","1978","282.732","0.341"
"PSR","J1032-5206","2004","282.354","5.128"
"PSR","J0449-7031","2006","282.286","-35.512"
"PSR","J0540-7125","1998","282.148","-31.236"
"PSR","J0456-7031","2006","282.049","-34.966"
"PSR","J1036-4926","1996","281.518","7.727"
"PSR","J0555-7056","2006","281.46","-30.119"
"PSR","J0839-66","2019","281.441","-14.927"
"PSR","B0456-69","1991","281.29","-35.187"
"PSR","B1014-53","1978","281.201","2.451"
"PSR","J0457-69","2013","281.143","-35.113"
"PSR","J0749-68","2018","281.031","-20.014"
"PSR","J1002-5559","2001","280.901","-0.503"
"PSR","J1045-4509","1994","280.851","12.254"
"PSR","J1001-5559","2001","280.691","-0.648"
"PSR","J1126-27","2015","280.682","31.537"
"PSR","J0456-69","2013","280.457","-35.334"
"PSR","B0901-63","1978","280.39","-11.082"
"PSR","J0532-69","2013","280.333","-32.163"
"PSR","J0519-6932","2006","280.287","-33.254"
"PSR","B0959-54","1969","280.226","0.084"
"PSR","J0535-6935","2001","280.076","-31.936"
"PSR","J0537-69","2013","279.768","-31.73"
"PSR","B0540-69","1984","279.717","-31.516"
"PSR","J0919-6040","2012","279.687","-7.774"
"PSR","J0537-6910","1998","279.559","-31.745"
"PSR","J0711-6830","1997","279.531","-23.28"
"PSR","J0957-5432","2001","279.448","0.227"
"PSR","J0849-6322","2001","279.433","-12.171"
"PSR","J0522-6847","2006","279.348","-33.168"
"PSR","B0941-56","1978","279.345","-2.99"
"PSR","J0543-6851","2006","279.125","-31.235"
"PSR","J0521-68","2013","279.124","-33.262"
"PSR","J0954-5430","2001","278.999","-0.101"
"PSR","J0458-67","2013","278.67","-35.518"
"PSR","B0855-61","1978","278.575","-10.427"
"PSR","B0940-55","1969","278.571","-2.23"
"PSR","J0542-68","2013","278.449","-31.406"
"PSR","J0451-67","2006","278.41","-36.29"
"PSR","B0923-58","1978","278.394","-5.595"
"PSR","B0953-52","1978","278.265","1.159"
"PSR","J0905-6019","2012","278.222","-8.816"
"PSR","J1014-48","2011","278.136","6.33"
"PSR","J1000-5149","2003","278.107","2.603"
"PSR","J0940-5428","2001","277.51","-1.292"
"PSR","J0534-6703","2006","277.129","-32.279"
"PSR","B0529-66","1983","276.974","-32.763"
"PSR","J1116-2444","2018","276.971","33.287"
"PSR","J0535-66","2013","276.884","-32.197"
"PSR","B0502-66","1991","276.869","-35.504"
"PSR","J0532-6639","2006","276.675","-32.481"
"PSR","J0941-5244","1996","276.446","0.092"
"PSR","J0834-60","2001","276.075","-11.924"
"PSR","B1001-47","1978","276.037","6.117"
"PSR","J0932-5327","2006","275.885","-1.375"
"PSR","B0957-47","1978","275.742","5.418"
"PSR","B0932-52","1978","275.69","-0.7"
"PSR","J0511-6508","2006","275.25","-34.827"
"PSR","J0736-6304","2010","274.881","-19.153"
"PSR","B0922-52","1978","274.712","-1.93"
"PSR","J0945-4833","2003","274.199","3.674"
"PSR","J1012-4235","2015","274.194","11.226"
"PSR","J0457-6337","2006","273.816","-36.701"
"PSR","J0922-52","2012","273.745","-1.415"
"PSR","J1047-3032","1998","273.495","25.127"
"PSR","J1238+2152","1996","272.789","83.962"
"PSR","J0922-4949","2001","272.237","0.16"
"PSR","B0905-51","1978","272.151","-3.031"
"PSR","J1034-3224","1996","272.05","22.117"
"PSR","J0905-5127","1996","271.632","-2.853"
"PSR","B0839-53","1978","270.774","-7.143"
"PSR","B0906-49","1988","270.265","-1.019"
"PSR","J0709-5923","2009","270.029","-20.899"
"PSR","B0254-53","1969","269.862","-55.31"
"PSR","J0807-5421","2012","268.727","-11.594"
"PSR","B0950-38","1978","268.702","12.033"
"PSR","J0843-5022","2001","268.496","-4.898"
"PSR","J0934-4154","2001","268.361","7.411"
"PSR","J0941-39","2010","267.795","9.904"
"PSR","J1142+0119","2016","267.542","59.4"
"PSR","J0901-4624","2001","267.404","-0.004"
"PSR","J0905-4536","1996","267.239","1.011"
"PSR","B0840-48","1978","267.182","-4.101"
"PSR","J0855-4658","2003","267.116","-1.193"
"PSR","J0855-4644","2003","266.967","-1.004"
"PSR","B0743-53","1978","266.63","-14.275"
"PSR","B0559-57","1978","266.492","-29.343"
"PSR","J0919-42","2015","266.285","5.274"
"PSR","B1039-19","1978","265.591","33.59"
"PSR","J0857-4424","1998","265.455","0.82"
"PSR","B0903-42","1978","265.075","2.859"
"PSR","J0621-55","2018","264.804","-26.411"
"PSR","J0656-5449","2009","264.795","-21.141"
"PSR","B0833-45","1968","263.552","-2.787"
"PSR","J0847-4316","2006","263.444","0.158"
"PSR","B0808-47","1978","263.301","-7.957"
"PSR","J0912-3851","2011","263.165","6.584"
"PSR","J0831-4406","2003","262.285","-2.694"
"PSR","B1010-23","1978","262.131","26.377"
"PSR","J0836-4233","2012","261.537","-1.107"
"PSR","J0932-3217","2001","261.277","14.069"
"PSR","B0835-41","1968","260.904","-0.336"
"PSR","J0834-4159","2003","260.886","-1.042"
"PSR","J0821-4300","2009","260.382","-3.473"
"PSR","J0702-4956","2015","260.19","-18.723"
"PSR","J0821-4221","2006","259.825","-3.137"
"PSR","J0923-31","2010","259.697","13.003"
"PSR","J0838-3947","2001","259.606","0.928"
"PSR","J0746-4529","2006","259.203","-10.103"
"PSR","B0818-41","1978","258.749","-2.734"
"PSR","B0203-40","1978","258.595","-69.633"
"PSR","B1016-16","1985","258.261","32.61"
"PSR","J0820-3921","2006","257.261","-1.583"
"PSR","B0844-35","1978","257.19","4.71"
"PSR","J0835-3707","2001","257.076","1.99"
"PSR","J0749-4247","1996","257.066","-8.349"
"PSR","B0853-33","1978","256.847","7.517"
"PSR","J0820-3826","2013","256.523","-1.032"
"PSR","J0900-3144","2006","256.162","9.486"
"PSR","J0808-3937","2013","256.134","-3.759"
"PSR","J0812-3905","2013","256.111","-2.811"
"PSR","J0636-4549","2006","254.547","-21.547"
"PSR","B0736-40","1968","254.193","-9.192"
"PSR","B0826-34","1978","253.965","2.561"
"PSR","J0930-2301","2018","253.932","20.138"
"PSR","J0437-4715","1993","253.394","-41.963"
"PSR","J0804-3647","2013","253.331","-2.872"
"PSR","B1237+25","1969","252.45","86.541"
"PSR","J1024-0719","1997","251.702","40.515"
"PSR","J0818-3232","2006","251.358","1.875"
"PSR","J0931-1902","2015","250.999","23.054"
"PSR","J0818-3049","2013","249.983","2.908"
"PSR","J0514-4408","2015","249.515","-35.365"
"PSR","B0942-13","1978","249.129","28.843"
"PSR","J0838-2621","2006","248.807","8.981"
"PSR","J0837-24","2011","247.453","9.799"
"PSR","J1038+0032","2006","247.152","48.471"
"PSR","J1046+0304","2006","246.412","51.697"
"PSR","J0418-4154","2015","246.262","-45.682"
"PSR","B0906-17","1978","246.119","19.85"
"PSR","J0737-3039A","2004","245.236","-4.505"
"PSR","J0737-3039B","2003","245.236","-4.505"
"PSR","J0957-06","2015","244.762","36.201"
"PSR","J0514-4002A","2004","244.514","-35.036"
"PSR","B0740-28","1973","243.773","-2.444"
"PSR","J0952-0607","2017","243.652","35.38"
"PSR","J1023+0038","2009","243.49","45.782"
"PSR","B1133+16","1968","241.895","69.196"
"PSR","J0614-3329","2011","240.501","-21.827"
"PSR","J0726-2612","2006","240.079","-4.644"
"PSR","J0636-3044","2019","239.683","-16.344"
"PSR","J0719-2545","2006","238.934","-5.826"
"PSR","J0733-2345","2006","238.713","-2.03"
"PSR","J0737-2202","2002","237.685","-0.318"
"PSR","B0628-28","1969","236.952","-16.758"
"PSR","B0818-13","1970","235.89","12.595"
"PSR","J0557-2948","2018","235.47","-23.989"
"PSR","J0721-2038","2013","234.669","-2.922"
"PSR","B0756-15","1978","234.464","7.224"
"PSR","B0727-18","1978","233.76","-0.341"
