"CLASS","NAME","DATE","Gl","Gb"
"PSR","J0656-2228","2006","233.655","-8.982"
"PSR","J0734-1559","2011","231.969","1.858"
"PSR","J1022+1001","1996","231.795","51.101"
"PSR","J0725-1635","1996","231.473","-0.33"
"PSR","J0410-31","2011","230.586","-46.671"
"PSR","J0729-1448","2002","230.392","1.424"
"PSR","J0134-2937","1996","230.251","-80.25"
"PSR","J0802-09","2018","230.065","10.786"
"PSR","J1000+08","2019","229.732","45.498"
"PSR","J0633-2015","2006","229.26","-12.968"
"PSR","B0950+08","1968","228.908","43.697"
"PSR","J0520-2553","1998","228.434","-30.543"
"PSR","J0448-2749","1998","228.347","-37.918"
"PSR","J0343-3000","2006","227.758","-52.338"
"PSR","J0610-2100","2006","227.747","-18.184"
"PSR","J0753-0816","2019","227.607","9.771"
"PSR","J0928+06","2013","226.854","37.601"
"PSR","B0919+06","1978","225.42","36.392"
"PSR","B0943+10","1969","225.413","43.126"
"PSR","J0824+0028","2013","223.577","20.789"
"PSR","B0820+02","1978","221.988","21.245"
"PSR","J1010+15","2013","221.258","50.98"
"PSR","B0834+06","1968","219.721","26.272"
"PSR","J0843+0719","2006","219.4","28.223"
"PSR","B0450-18","1969","217.078","-34.087"
"PSR","B0940+16","1978","216.609","45.38"
"PSR","J1132+25","2018","214.581","72.285"
"PSR","J0652-0142","2013","214.538","-0.613"
"PSR","J0806+08","2013","213.92","20.334"
"PSR","B0621-04","1978","213.792","-8.036"
"PSR","J0815+0939","2005","213.626","22.95"
"PSR","J0658+0022","2013","213.374","1.688"
"PSR","J1048+2339","2016","213.172","62.139"
"PSR","B0559-05","1978","212.199","-13.481"
"PSR","J0630-0046","2013","211.22","-5.02"
"PSR","B0447-12","1978","211.075","-32.629"
"PSR","J0709+0458","2019","210.498","6.2"
"PSR","J0613-0200","1995","210.413","-9.305"
"PSR","J0848+16","2013","210.06","33.305"
"PSR","J0545-03","2015","208.094","-16.213"
"PSR","J0943+2253","1993","207.887","47.458"
"PSR","J0608+00","2013","207.445","-9.171"
"PSR","J0711+0931","2000","206.674","8.776"
"PSR","J0623+0340","2013","206.497","-4.459"
"PSR","J0621+0336","2013","206.246","-5.058"
"PSR","J0635+0533","2000","206.151","-1.043"
"PSR","J0927+2345","1996","205.286","44.202"
"PSR","J0633+0632","2009","205.093","-0.932"
"PSR","J0641+07","2018","204.882","1.252"
"PSR","J0631+0646","2017","204.678","-1.238"
"PSR","J0611+04","2016","204.655","-7.012"
"PSR","J0646+0905","2013","204.271","3.051"
"PSR","J0647+0913","2013","204.233","3.277"
"PSR","J0627+0649","2013","204.166","-2.085"
"PSR","J0458-0505","2013","204.139","-27.348"
"PSR","J0627+0706","2003","203.902","-1.991"
"PSR","J0751+1807","1995","202.73","21.086"
"PSR","J0628+0909","2006","202.19","-0.851"
"PSR","J0447-04","2015","202.072","-29.657"
"PSR","J0459-0210","1996","201.444","-25.678"
"PSR","J0631+1036","1996","201.219","0.45"
"PSR","J0947+2740","1996","201.142","49.384"
"PSR","B0656+14","1978","201.108","8.258"
"PSR","J0813+22","2019","200.909","27.48"
"PSR","J0625+10","1996","200.878","-0.956"
"PSR","J0621+1002","1996","200.57","-2.013"
"PSR","J0533+0402","1997","200.084","-15.326"
"PSR","J1017+30","2019","198.485","56.27"
"PSR","J1005+30","2018","197.937","53.673"
"PSR","J0421-0345","1996","197.504","-34.757"
"PSR","J0550+09","2016","197.055","-8.774"
"PSR","B0823+26","1968","196.964","31.743"
"PSR","J0732+2314","2019","195.931","19.035"
"PSR","J0928+30","2016","195.838","45.915"
"PSR","J0627+16","2009","195.793","2.124"
"PSR","J0611+1436","2017","195.378","-2.004"
"PSR","J0633+1746","1992","195.134","4.266"
"PSR","J0609+16","2017","193.424","-1.504"
"PSR","J0630+19","2016","193.071","4.303"
"PSR","B0523+11","1978","192.695","-13.246"
"PSR","J0557+1550","2015","192.684","-4.309"
"PSR","J0509+0856","2019","192.486","-17.931"
"PSR","J0935+33","2017","192.376","47.511"
"PSR","J0857+33","2019","190.167","39.729"
"PSR","J0609+2130","2005","189.192","1.04"
"PSR","J0125-23","2019","189.069","-81.541"
"PSR","B0626+24","1978","188.817","6.223"
"PSR","B0611+22","1972","188.795","2.394"
"PSR","B0751+32","1978","188.187","26.721"
"PSR","J0621+2514","2016","187.12","5.073"
"PSR","J0803+34","2018","186.778","28.89"
"PSR","J0544+20","2016","186.756","-4.495"
"PSR","B0531+21","1968","184.558","-5.784"
"PSR","B0540+23","1972","184.363","-3.318"
"PSR","J0453+1559","2013","184.125","-17.137"
"PSR","B0525+21","1968","183.856","-6.896"
"PSR","J0546+2441","2005","183.728","-2.045"
"PSR","J0811+37","2017","183.676","31.217"
"PSR","J0348+0432","2013","183.337","-36.774"
"PSR","J0517+2212","2003","182.176","-9.012"
"PSR","J0611+30","1996","181.624","5.496"
"PSR","J0944+4106","2014","180.437","49.375"
"PSR","J0538+2817","1995","179.719","-1.686"
"PSR","B0149-16","1978","179.306","-72.457"
"PSR","J0554+3107","2013","179.058","2.697"
"PSR","J0457+23","2013","178.305","-12.005"
"PSR","J0740+41","2014","178.179","26.329"
"PSR","J0540+3207","2006","176.719","0.761"
"PSR","J0407+1607","2005","176.618","-25.656"
"PSR","J0622+3749","2012","175.877","10.958"
"PSR","J0742+43","2019","175.55","27.192"
"PSR","B0609+37","1985","175.45","9.093"
"PSR","J0612+37216","2014","175.442","9.08"
"PSR","J0613+3731","2014","175.336","9.239"
"PSR","J0534+34","2018","174.353","0.746"
"PSR","J0605+3757","2016","174.193","8.022"
"PSR","J0435+2749","1996","171.842","-13.071"
"PSR","J0555+3948","2013","171.61","7.192"
"PSR","J0337+1715","2014","169.99","-30.039"
"PSR","J0653+4706","2017","169.261","19.765"
"PSR","J0317+13","2018","168.763","-36.04"
"PSR","J0329+1654","2005","168.499","-31.683"
"PSR","J0509+3801","2014","168.275","-1.187"
"PSR","J0305+11","2019","167.463","-39.662"
"PSR","J0349+23","2019","167.422","-23.391"
"PSR","J0421+32","2016","165.84","-11.965"
"PSR","J0827+53","2019","165.47","35.647"
"PSR","J0519+44","2008","164.464","3.754"
"PSR","J0645+5158","2014","163.963","20.251"
"PSR","J0636+5129","2014","163.909","18.643"
"PSR","J0417+35","1996","163.219","-10.518"
"PSR","J0357+3205","2009","162.76","-16.006"
"PSR","B0301+19","1973","161.135","-33.27"
"PSR","J0454+45","2018","160.719","1.212"
"PSR","J0750+57","2014","160.557","30.327"
"PSR","B0148-06","1978","160.368","-65.004"
"PSR","B0458+46","1978","160.363","3.077"
"PSR","J1012+5307","1995","160.347","50.858"
"PSR","J0244+14","2013","159.914","-40.14"
"PSR","J0302+22","2016","158.453","-30.85"
"PSR","J0518+51","2019","158.264","7.876"
"PSR","J0241+16","2013","157.964","-39.185"
"PSR","J0419+44","2008","157.525","-4.494"
"PSR","J0358+4155","2014","156.112","-8.62"
"PSR","J0518+5416","2014","155.916","9.557"
"PSR","J0426+4933","2008","154.436","0.288"
"PSR","B1112+50","1973","154.408","60.365"
"PSR","J0251+26","2016","153.912","-29.492"
"PSR","J0340+4130","2011","153.783","-11.022"
"PSR","B0450+55","1978","152.617","7.547"
"PSR","B0320+39","1978","152.18","-14.338"
"PSR","J0156+04","2016","151.975","-55.155"
"PSR","J0229+20","2013","151.579","-36.417"
"PSR","B0655+64","1978","151.551","25.237"
"PSR","B0917+63","1985","151.431","40.725"
"PSR","B0331+45","1985","150.348","-8.038"
"PSR","J0740+6620","2014","149.73","29.599"
"PSR","J0747+6646","2014","149.218","30.283"
"PSR","B0353+52","1985","149.099","-0.522"
"PSR","J0408+551","2008","148.663","2.267"
"PSR","J0408+552","2008","148.663","2.267"
"PSR","J0359+5414","2017","148.231","0.883"
"PSR","B0355+54","1972","148.19","0.811"
"PSR","J0413+58","2008","147.122","4.934"
"PSR","B0339+53","1978","147.017","-1.428"
"PSR","J0152+0948","2005","146.812","-50.221"
"PSR","J0738+6904","2014","146.593","29.377"
"PSR","J0417+61","2014","145.299","7.54"
"PSR","J0324+5239","2013","145.094","-3.48"
"PSR","B0329+54","1968","144.995","-1.221"
"PSR","J0533+6759","2016","144.78","18.183"
"PSR","J1110+58","2014","144.74","53.801"
"PSR","J0341+5711","2008","144.371","1.546"
"PSR","B0402+61","1978","144.025","7.046"
"PSR","J0158+21","2013","143.208","-39.084"
"PSR","J0154+1833","2019","143.185","-41.81"
"PSR","J0220+36","2016","142.376","-23.107"
"PSR","J0108-1431","1994","140.93","-76.815"
"PSR","J1059+6459","2014","140.251","48.198"
"PSR","J0358+6627","2014","140.128","10.064"
"PSR","B0809+74","1968","139.998","31.618"
"PSR","J0218+4232","1995","139.508","-17.527"
"PSR","B0410+69","1985","138.911","13.667"
"PSR","J0137+1654","2005","138.449","-44.571"
"PSR","J0335+6623","2014","138.383","8.588"
"PSR","J0250+5854","2018","137.767","-0.505"
"PSR","J0248+6021","2011","136.903","0.697"
"PSR","J0325+6744","2014","136.715","9.089"
"PSR","J0146+31","2016","136.532","-30.353"
"PSR","B0153+39","1985","136.369","-21.332"
"PSR","J0243+6027","2008","136.271","0.5"
"PSR","J0214+5222","2014","135.632","-8.423"
"PSR","J0212+5222","2013","135.331","-8.52"
"PSR","B0904+77","1969","135.325","33.704"
"PSR","J0242+62","2008","135.187","2.751"
"PSR","J0139+33","2018","134.391","-28.172"
"PSR","J0121+14","2017","134.023","-47.946"
"PSR","J0645+80","2014","133.945","26.465"
"PSR","B0643+80","1982","133.178","26.828"
"PSR","J0210+58","2019","133.113","-2.557"
"PSR","B0841+80","1985","132.654","31.462"
"PSR","J0215+6218","1998","132.575","1.03"
"PSR","J0308+74","2011","132.09","13.608"
"PSR","B0226+70","1985","131.155","9.181"
"PSR","J1242+39","2016","130.76","77.36"
"PSR","J0205+6449","2002","130.719","3.084"
"PSR","B0154+61","1972","130.586","0.326"
"PSR","J0614+83","2014","130.353","25.833"
"PSR","J0332+79","2015","130.309","18.683"
"PSR","B0144+59","1985","130.059","-2.723"
"PSR","J0139+5621","2014","129.609","-5.885"
"PSR","B0136+57","1978","129.216","-4.044"
"PSR","B0138+59","1972","129.147","-2.105"
"PSR","J1137+7528","2016","128.999","40.772"
"PSR","J0107+13","2019","128.961","-49.266"
"PSR","J0201+7005","2015","128.889","8.033"
"PSR","J0141+63","2014","128.497","0.798"
"PSR","J1125+7819","2014","128.289","37.895"
"PSR","J0137+6349","2014","127.955","1.402"
"PSR","J0125+62","2014","126.899","-0.022"
"PSR","B0114+58","1985","126.283","-3.457"
"PSR","J0115+63","2019","125.633","0.655"
"PSR","J0106+4855","2012","125.465","-13.867"
"PSR","J0102+4839","2011","124.932","-14.827"
"PSR","J0111+6624","2014","124.928","3.609"
"PSR","J0103+54","2015","124.741","-8.796"
"PSR","B0105+65","1972","124.646","3.328"
"PSR","B0105+68","1985","124.461","6.277"
"PSR","B0059+65","1982","124.08","2.773"
"PSR","J0058+4950","2014","124.045","-13.017"
"PSR","B0053+47","1985","123.796","-14.927"
"PSR","J0058+6125","2008","123.717","-1.445"
"PSR","J0059+69","2019","123.629","7.056"
"PSR","B0052+51","1985","123.621","-11.576"
"PSR","J0100+80","2019","123.321","17.502"
"PSR","J0054+6946","2014","123.241","6.902"
"PSR","J0054+69","2015","123.2","6.563"
"PSR","J0054+66","2008","123.193","3.13"
"PSR","J0051+0423","1997","122.962","-58.491"
"PSR","J0050+03","2016","122.485","-59.071"
"PSR","B0045+33","1985","122.255","-28.666"
"PSR","B1322+83","1982","121.887","33.672"
"PSR","J2351+8533","2014","121.677","22.832"
"PSR","B0037+56","1985","121.452","-5.567"
"PSR","J0034+69","2014","121.411","6.896"
"PSR","J0033+61","2008","120.698","-1.792"
"PSR","J0033+57","2008","120.41","-5.781"
"PSR","J0026+6320","2009","120.176","0.593"
"PSR","J0039+35","2019","120.121","-27.054"
"PSR","J1624+8643","2014","119.925","29.057"
"PSR","J0007+7303","2009","119.66","10.463"
"PSR","J1320+67","2014","118.741","49.395"
"PSR","J1412+7922","2011","118.318","37.02"
"PSR","J0002+6216","2017","117.327","-0.074"
"PSR","J2352+65","2008","116.702","2.85"
"PSR","B0011+47","1978","116.497","-14.631"
"PSR","B2351+61","1982","116.239","-0.194"
"PSR","J1439+76","2015","115.405","38.596"
"PSR","J2343+6221","2008","115.085","0.526"
"PSR","J1344+66","2018","114.898","49.752"
"PSR","J2312+6931","2014","114.435","8.292"
"PSR","B2334+61","1985","114.284","0.233"
"PSR","J1641+8049","2014","113.84","31.763"
"PSR","J2333+6145","2013","113.831","0.275"
"PSR","B2323+63","1978","113.418","2.013"
"PSR","J1942+8106","2014","113.371","24.825"
"PSR","J2310+6706","2015","113.351","6.136"
"PSR","J0030+0451","2000","113.141","-57.611"
"PSR","J2319+6411","2008","113.138","3.079"
"PSR","J1434+7257","2014","113.082","42.153"
"PSR","B2324+60","1973","112.946","0.003"
"PSR","J2326+6141","2008","112.761","-0.173"
"PSR","B2241+69","1985","112.221","9.695"
"PSR","B2319+60","1970","112.095","-0.566"
"PSR","J2241+6941","2014","112.026","9.632"
"PSR","J0034-0534","1994","111.492","-68.069"
"PSR","J0023+0923","2011","111.383","-52.849"
"PSR","J1303+38","2019","111.027","78.636"
"PSR","B0031-07","1969","110.42","-69.815"
"PSR","J2315+58","2008","110.418","-2.509"
"PSR","J1713+78","2019","110.275","31.467"
"PSR","J2302+6028","1997","109.859","0.398"
"PSR","J2244+63","2008","109.039","3.618"
"PSR","J2329+47","2019","108.964","-12.94"
"PSR","B2255+58","1972","108.831","-0.575"
"PSR","B2306+55","1972","108.729","-4.206"
"PSR","B2224+65","1973","108.638","6.846"
"PSR","J2228+6447","2014","108.462","6.007"
"PSR","J2027+7502","2014","108.368","20.313"
"PSR","J1859+7654","2014","108.364","25.911"
"PSR","J0006+1834","1996","108.172","-42.985"
"PSR","J2350+31","2017","108.093","-29.466"
"PSR","B2227+61","1982","107.154","3.645"
"PSR","J2238+6021","2008","107.14","1.636"
"PSR","J2229+6114","2001","106.647","2.949"
"PSR","J2240+5832","2011","106.566","-0.111"
"PSR","J2238+5903","2009","106.562","0.482"
"PSR","J2355+2246","2019","106.53","-38.323"
"PSR","J0011+08","2016","106.228","-53.407"
"PSR","J2043+7045","2008","105.186","17.052"
"PSR","B2303+46","1985","104.931","-12.021"
"PSR","J2206+6151","2013","104.735","4.977"
"PSR","B2310+42","1978","104.41","-16.422"
"PSR","B2148+63","1972","104.255","7.412"
"PSR","J2113+67","2014","103.973","12.561"
"PSR","J2137+6428","2014","103.851","9.064"
"PSR","J2216+5759","2013","103.517","1.107"
"PSR","J2217+5733","2009","103.472","0.599"
"PSR","J2302+4442","2011","103.395","-14.005"
"PSR","J2222+5602","2008","103.093","-1.005"
"PSR","J2210+57","2014","102.666","1.066"
"PSR","J2036+66","2019","101.407","15.243"
"PSR","J2208+5500","2009","100.939","-0.751"
"PSR","J2213+53","2008","100.342","-2.778"
"PSR","J2215+5135","2011","99.868","-4.159"
"PSR","J2105+6223","2015","99.793","10.176"
"PSR","J1955+6708","2014","99.682","18.938"
"PSR","B2217+47","1969","98.385","-7.598"
"PSR","J2306+31","2019","97.959","-26.335"
"PSR","J1938+6604","2014","97.946","20.03"
"PSR","B2303+30","1969","97.721","-26.657"
"PSR","B2148+52","1985","97.521","-0.915"
"PSR","J2203+50","2008","97.322","-4.307"
"PSR","J1647+6608","2014","97.18","37.034"
"PSR","J2322+2057","1993","96.515","-37.31"
"PSR","J2329+16","2013","96.414","-41.682"
"PSR","B2315+21","1978","95.831","-36.075"
"PSR","J2123+5434","2014","95.698","3.097"
"PSR","J2115+5448","2016","95.043","4.109"
"PSR","J2340+08","2013","94.821","-50.423"
"PSR","B2045+56","1985","94.199","8.637"
"PSR","J1426+52","2019","93.88","59.233"
"PSR","J1929+62","2014","93.758","19.635"
"PSR","J2138+4911","2008","93.663","-2.375"
"PSR","J2017+5906","2014","93.608","12.903"
"PSR","J2307+2225","1996","93.57","-34.458"
"PSR","J1735+63","2019","92.701","32.554"
"PSR","J2139+4716","2012","92.633","-4.02"
"PSR","J2208+4056","2014","92.574","-12.112"
"PSR","J2225+35","2009","92.108","-18.448"
"PSR","J1655+62","2019","91.909","37.181"
"PSR","J2317+1439","1993","91.361","-42.36"
"PSR","B1508+55","1968","91.325","52.287"
"PSR","J2030+55","2008","91.047","9.247"
"PSR","B2154+40","1973","90.488","-11.341"
"PSR","B2036+53","1985","90.368","7.308"
"PSR","J1958+56","2019","90.216","14.012"
"PSR","J1922+58","2014","89.671","19.073"
"PSR","J2227+30","1996","89.656","-22.815"
"PSR","J1623+58","2019","89.182","41.824"
"PSR","J2047+5029","2009","89.057","4.376"
"PSR","B2111+46","1970","89.003","-1.266"
"PSR","J1836+5925","2009","88.875","24.999"
"PSR","J1749+59","2019","88.59","30.894"
"PSR","J2111+4606","2012","88.31","-1.445"
"PSR","J1706+59","2014","88.097","36.319"
"PSR","J2222+2923","1996","88.05","-23.242"
"PSR","B2021+51","1970","87.862","8.38"
"PSR","J2229+2643","1995","87.693","-26.284"
"PSR","J1910+56","2019","87.575","19.955"
"PSR","B2106+44","1973","86.909","-2.012"
"PSR","B2022+50","1985","86.863","7.544"
"PSR","J2053+4650","2017","86.861","1.302"
"PSR","J2214+3000","2011","86.855","-21.665"
"PSR","B2210+29","1985","86.136","-21.731"
"PSR","B1839+56","1980","86.078","23.819"
"PSR","J1552+5437","2017","85.594","47.21"
"PSR","J1933+53","2019","85.531","15.742"
"PSR","J2044+4614","1996","85.429","2.108"
"PSR","J2253+1516","1996","85.305","-38.809"
"PSR","J2234+2114","1996","85.138","-31.435"
"PSR","B1953+50","1978","84.793","11.553"
"PSR","J2024+48","2008","84.71","6.017"
"PSR","J1957+5033","2010","84.584","11.013"
"PSR","J1934+5219","2014","84.493","15.046"
"PSR","J2336-01","2019","84.424","-59.008"
"PSR","J1815+5546","2014","84.316","27.133"
"PSR","J2346-0609","1996","83.798","-64.015"
"PSR","J2111+40","2008","83.785","-5.559"
"PSR","J2027+4557","2008","83.358","4.394"
"PSR","J2204+2700","2013","82.999","-22.649"
"PSR","J2123+36","2019","82.917","-9.865"
"PSR","J2243+1518","2005","82.809","-37.377"
"PSR","J2030+4415","2012","82.34","2.885"
"PSR","J2155+2813","2004","82.131","-20.37"
"PSR","J2339-0533","2014","81.349","-62.476"
"PSR","J2102+38","2008","81.116","-5.597"
"PSR","J2156+2618","1996","80.976","-21.969"
"PSR","J2235+1506","1993","80.878","-36.444"
"PSR","J1518+4904","1996","80.808","54.282"
"PSR","J2032+4127","2009","80.224","1.028"
"PSR","J2209+22","2018","79.9","-27.786"
"PSR","B1753+52","1985","79.608","29.628"
"PSR","J1544+4937","2013","79.172","50.166"
"PSR","B2053+36","1982","79.133","-5.589"
"PSR","J2202+21","2018","78.789","-26.252"
"PSR","J1954+4357","2014","78.527","8.169"
"PSR","J2001+4258","2014","78.277","6.643"
"PSR","J2021+4026","2009","78.225","2.089"
"PSR","J1800+5034","2014","78.13","28.44"
"PSR","J2151+2315","2004","77.849","-23.471"
"PSR","J2045+3633","2017","77.832","-3.926"
"PSR","B2027+37","1985","76.898","-0.727"
"PSR","J2022+3842","2011","76.888","0.96"
"PSR","J1941+4320","2014","76.846","9.864"
"PSR","J2215+1538","1996","76.783","-32.929"
"PSR","B2035+36","1985","76.746","-2.84"
"PSR","B2000+40","1985","76.611","5.288"
"PSR","J2234+0944","2012","76.28","-40.438"
"PSR","J1326+33","2018","76.238","79.917"
"PSR","J2030+3641","2012","76.123","-1.438"
"PSR","B2011+38","1985","75.93","2.476"
"PSR","J1710+4923","2014","75.929","36.449"
"PSR","J2038+35","2008","75.73","-3.747"
"PSR","J2325-0530","2015","75.579","-60.2"
"PSR","J2139+2242","1997","75.293","-21.92"
"PSR","J2021+3651","2002","75.222","0.111"
"PSR","B2110+27","1980","74.993","-14.025"
"PSR","J1923+4243","2014","74.715","12.643"
"PSR","J2017+3625","2017","74.507","0.39"
"PSR","J2105+28","2014","74.391","-12.468"
"PSR","J1954+3852","2018","74.043","5.699"
"PSR","J2205+1444","1996","73.886","-31.885"
"PSR","J2122+24","2019","73.79","-17.973"
"PSR","J2028+3332","2012","73.361","-3.008"
"PSR","J2018+3431","2006","73.044","-0.841"
"PSR","J2234+0611","2013","72.991","-43.006"
"PSR","J1816+4510","2014","72.83","24.735"
"PSR","J2005+3552","2013","72.706","2.139"
"PSR","J2005+3547","2013","72.581","2.18"
"PSR","J1959+3620","2013","72.444","3.442"
"PSR","J1715+46","2019","71.861","35.354"
"PSR","J2004+3429","2013","71.425","1.571"
"PSR","J2011+3331","2006","71.32","-0.049"
"PSR","J1929+3817","2018","71.174","9.689"
"PSR","J2009+3326","2006","71.103","0.124"
"PSR","B1905+39","1978","70.948","14.203"
"PSR","B1946+35","1970","70.702","5.047"
"PSR","J2055+2539","2010","70.688","-12.519"
"PSR","J2043+2740","1996","70.612","-9.151"
"PSR","J1844+41","2017","70.472","18.685"
"PSR","J2036+2835","2013","70.413","-7.382"
"PSR","J2010+3230","2006","70.391","-0.495"
"PSR","J1336+33","2018","70.319","78.337"
"PSR","J1949+3426","2019","69.72","4.288"
"PSR","J2310-0555","2016","69.702","-57.907"
"PSR","J1821+4147","2014","69.537","22.905"
"PSR","J2013+3058","2013","69.485","-1.886"
"PSR","J2111+2106","2013","69.398","-18.205"
"PSR","J1946+3417","2013","69.294","4.713"
"PSR","B2000+32","1986","69.261","0.879"
"PSR","J2248-0101","1996","69.256","-50.62"
"PSR","J1628+4406","2014","69.239","43.616"
"PSR","J1913+3732","2013","69.097","12.128"
"PSR","J2007+3120","2013","69.042","-0.535"
"PSR","B2002+31","1970","69.011","0.021"
"PSR","J1745+42","2019","68.962","29.639"
"PSR","B2020+28","1973","68.863","-4.671"
"PSR","B1951+32","1988","68.765","2.823"
"PSR","J2006+3102","2013","68.667","-0.53"
"PSR","B2016+28","1968","68.099","-3.983"
"PSR","J2002+30","1996","67.917","-0.187"
"PSR","B2053+21","1985","67.832","-14.668"
"PSR","J2057+21","2019","67.56","-15.507"
"PSR","J2048+2255","2003","67.453","-12.944"
"PSR","J0038-2501","2019","67.413","-86.354"
"PSR","B1811+40","1978","67.408","24.033"
"PSR","J2010+2845","2013","67.21","-2.472"
"PSR","J2105+19","2018","66.998","-18.184"
"PSR","J1949+3106","2012","66.858","2.554"
"PSR","J1958+30","2018","66.856","0.417"
"PSR","J1953+30","2017","66.57","1.306"
"PSR","J2000+29","2018","66.232","-0.478"
"PSR","J1952+30","2018","66.184","1.529"
"PSR","J1529+40","2017","66.183","54.907"
"PSR","B1952+29","1970","65.924","0.772"
"PSR","J1958+2846","2009","65.879","-0.353"
"PSR","B1953+29","1983","65.839","0.443"
"PSR","B2122+13","1985","65.795","-25.092"
"PSR","J2007+2722","2010","65.713","-2.695"
"PSR","J1957+2831","1998","65.524","-0.225"
"PSR","J1954+2836","2010","65.244","0.377"
"PSR","B2127+11C","2017","65.03","-27.315"
"PSR","J2004+2653","1990","65.03","-2.527"
"PSR","J2015+2524","1995","65.027","-5.261"
"PSR","B2127+11E","1991","65.014","-27.311"
"PSR","B2127+11B","1990","65.013","-27.314"
"PSR","B2127+11D","1989","65.012","-27.313"
"PSR","B2127+11A","1993","65.012","-27.312"
"PSR","B2127+11H","1991","65.012","-27.312"
"PSR","B2127+11G","1993","65.011","-27.312"
"PSR","B2127+11F","1993","65.01","-27.309"
"PSR","J2019+2425","1993","64.746","-6.624"
"PSR","J1916+32","2019","64.621","9.417"
"PSR","B2028+22","1975","64.58","-9.833"
"PSR","J1931+30","1996","64.506","5.674"
"PSR","J1937+2950","2009","64.504","4.115"
"PSR","B2113+14","1978","64.464","-23.409"
"PSR","J1741+38","2019","64.271","29.69"
"PSR","J1953+2732","2013","64.205","0.059"
"PSR","J2008+2513","1995","64.055","-4.107"
"PSR","J1638+40","2017","63.759","41.764"
"PSR","J2053+1718","2018","63.554","-17.264"
"PSR","B2025+21","1975","63.538","-9.587"
"PSR","J1952+2630","2011","63.254","-0.376"
"PSR","B2034+19","1985","63.177","-12.672"
"PSR","J1957+2516","2015","62.769","-1.973"
"PSR","J1955+2527","2012","62.74","-1.571"
"PSR","J2022+21","2019","62.403","-8.976"
"PSR","J1946+2611","1995","62.321","0.595"
"PSR","J1948+2551","2013","62.207","0.131"
"PSR","J2222-0137","2013","62.018","-46.075"
"PSR","J2043+1711","2011","61.919","-15.313"
"PSR","J1946+2535","2013","61.809","0.283"
"PSR","J1900+30","1996","61.757","11.802"
"PSR","J2017+2043","2003","61.376","-8.271"
"PSR","J1954+2407","2017","61.367","-1.872"
"PSR","J2040+1657","2005","61.286","-14.852"
"PSR","J2006+22","2019","61.134","-5.415"
"PSR","B2044+15","1978","61.112","-16.838"
"PSR","J1950+2414","2015","61.098","-1.169"
"PSR","J1941+2525","2013","61.037","1.263"
"PSR","J2033+1734","1996","60.857","-13.154"
"PSR","B1935+25","1985","60.836","2.27"
"PSR","J2016+1948","2003","60.522","-8.675"
"PSR","J1946+24","2009","60.306","-0.376"
"PSR","J1630+3734","2016","60.245","43.215"
"PSR","J1948+2333","2017","60.214","-1.045"
"PSR","B1937+24","1986","60.174","1.361"
"PSR","B1918+26","1985","60.068","6.027"
"PSR","J1949+2306","2013","59.931","-1.423"
"PSR","J2007+20","2015","59.722","-6.407"
"PSR","J1658+36","2019","59.614","37.586"
"PSR","B1931+24","1985","59.478","2.394"
"PSR","J2050+1259","2003","59.436","-19.242"
"PSR","J1940+2337","2013","59.397","0.529"
"PSR","J2051+12","2017","59.342","-19.438"
"PSR","B1944+22","1975","59.301","-1.07"
"PSR","J1707+35","2019","59.261","35.784"
"PSR","J2256-1024","2011","59.231","-58.293"
"PSR","J1722+35","2016","59.218","32.651"
"PSR","B1957+20","1988","59.197","-4.697"
"PSR","J2052+1218","2016","59.114","-20.002"
"PSR","J1641+3627C","2007","59.008","40.914"
"PSR","J1641+3627D","2007","59.008","40.914"
"PSR","J1641+3627E","2007","59.008","40.914"
"PSR","B1639+36B","1992","59.008","40.914"
"PSR","B1639+36A","1991","59","40.914"
"PSR","J1934+2352","2013","58.966","1.814"
"PSR","J1923+2515","2013","58.946","4.749"
"PSR","J1944+2236","2012","58.9","-0.663"
"PSR","J1940+2245","2015","58.629","0.127"
"PSR","J1943+2210","2015","58.439","-0.73"
"PSR","J1912+2525","1995","57.933","7.042"
"PSR","J1938+2213","2003","57.903","0.308"
"PSR","J1946+2052","2018","57.657","-1.975"
"PSR","B1937+21","1982","57.509","-0.29"
"PSR","B1930+22","1975","57.356","1.554"
"PSR","J2105+07","2016","57.202","-25.054"
"PSR","J2047+1053","2012","57.019","-19.643"
"PSR","J1947+1957","2013","56.987","-2.658"
"PSR","B1925+22","1975","56.983","2.73"
"PSR","J1936+21","2013","56.814","0.164"
"PSR","J1953+1846A","2007","56.744","-4.563"
"PSR","J1832+27","2017","56.479","16.252"
"PSR","J1758+3030","1996","56.265","24.032"
"PSR","J1849+25","2019","56.209","11.851"
"PSR","J1938+2012","2015","56.205","-0.764"
"PSR","J1908+2351","2004","56.144","7.112"
"PSR","J1929+2121","2013","56.117","1.751"
"PSR","J1938+2010","2013","56.115","-0.672"
"PSR","J1935+2025","2013","56.051","-0.053"
"PSR","J2002+1637","1995","55.998","-7.517"
"PSR","J2139+00","1996","55.912","-36.261"
"PSR","B1915+22","1986","55.785","4.553"
"PSR","B1919+21","1968","55.777","3.501"
"PSR","J1936+20","2015","55.712","-0.323"
"PSR","B1943+18","1975","55.588","-2.998"
"PSR","B1929+20","1974","55.575","0.639"
"PSR","J2045+0912","2005","55.362","-20.329"
"PSR","B1944+17","1970","55.326","-3.5"
"PSR","J1657+33","2017","55.304","37.148"
